CBAKOT,20170620,13.00,13.00,13.00,13.00,0,0
CBAKOV,20170620,0.00,0.00,0.00,0.00,0,0
CBAKOW,20170620,0.00,0.00,0.00,0.00,0,0
CBAKOX,20170620,10.29,11.08,10.26,11.08,4700,0
CBAKOZ,20170620,0.00,0.00,0.00,0.00,0,0
CBALOA,20170620,2.36,2.66,2.36,2.66,0,0
CBALOC,20170620,9.69,9.69,9.62,9.62,0,0
CBALOF,20170620,0.00,0.00,0.00,0.00,0,0
CBALOG,20170620,0.00,0.00,0.00,0.00,0,0
CBALOJ,20170620,7.16,7.36,6.39,6.86,21927,0
CBALOM,20170620,11.25,11.25,11.25,11.25,0,0
CBALOP,20170620,5.08,5.16,5.02,5.02,5000,0
CBALOQ,20170620,6.75,6.89,6.75,6.89,1000,0
CBALOR,20170620,2.13,2.15,2.13,2.15,0,0
CBALOS,20170620,0.00,0.00,0.00,0.00,0,0
CBALOV,20170620,12.99,12.99,12.99,12.99,0,0
CBALOW,20170620,3.13,3.83,3.13,3.60,0,0
CBAMOP,20170620,14.38,14.60,14.38,14.60,1600,0
CBAMOQ,20170620,19.12,19.12,19.12,19.12,0,0
CBAPC,20170620,101.25,101.449,101.05,101.10,29741,0
CBAPD,20170620,94.24,94.50,94.22,94.26,48005,0
CBAPE,20170620,105.611,106.48,105.61,106.48,5336,0
CBAPF,20170620,100.90,100.99,100.62,100.91,15287,0
CBAQOE,20170620,15.38,15.38,15.35,15.35,0,0
CBAQOF,20170620,16.80,16.80,16.80,16.80,0,0
CBASMB,20170620,66.91,66.91,66.91,66.91,0,0
CBASMY,20170620,68.06,68.06,68.06,68.06,0,0
CBASO1,20170620,43.32,43.32,43.32,43.32,0,0
CBASOA,20170620,36.75,36.75,36.75,36.75,0,0
CBASOG,20170620,44.60,44.60,44.60,44.60,0,0
CBASOH,20170620,32.40,32.40,32.18,32.18,0,0
CBASOM,20170620,45.39,45.39,45.39,45.39,0,0
CBASS2,20170620,8.52,8.52,8.50,8.50,0,0
CBASS4,20170620,0.00,0.00,0.00,0.00,0,0
CBASSA,20170620,42.21,42.21,42.20,42.20,1242,0
CBASSE,20170620,0.00,0.00,0.00,0.00,0,0
CBASSL,20170620,0.00,0.00,0.00,0.00,0,0
CBASSY,20170620,0.00,0.00,0.00,0.00,0,0
CBASSZ,20170620,38.31,38.31,38.31,38.31,0,0
CBASWA,20170620,51.00,51.00,51.00,51.00,0,0
CBASWJ,20170620,73.08,73.08,73.08,73.08,0,0
CBASWK,20170620,55.26,55.26,55.26,55.26,0,0
CBASWR,20170620,39.43,39.43,39.43,39.43,0,0
CBASWT,20170620,52.78,52.78,52.78,52.78,0,0
CBASWV,20170620,19.92,19.92,19.92,19.92,0,0
CBASWY,20170620,28.88,28.88,28.88,28.88,140,0
CBASZC,20170620,39.15,39.15,39.15,39.15,0,0
CBAWOA,20170620,2.29,2.29,2.29,2.29,0,0
CBAWOB,20170620,0.745,0.745,0.745,0.745,0,0
CBAWOC,20170620,1.09,1.09,1.03,1.045,15000,0
CBAWOD,20170620,0.00,0.00,0.00,0.00,0,0
CBAWOP,20170620,0.03,0.03,0.03,0.03,0,0
CBAWOQ,20170620,0.013,0.013,0.013,0.013,0,0
CBAWOR,20170620,0.96,0.96,0.95,0.95,60000,0
CBAWOS,20170620,0.00,0.00,0.00,0.00,0,0
CBAXOA,20170620,1.91,1.91,1.91,1.91,600,0
CBAXOB,20170620,0.00,0.00,0.00,0.00,0,0
CBAXOE,20170620,4.14,4.14,4.14,4.14,0,0
CBAXOF,20170620,2.20,2.20,2.20,2.20,0,0
CBAXOP,20170620,0.00,0.00,0.00,0.00,0,0
CBAXOQ,20170620,0.00,0.00,0.00,0.00,0,0
CBAXOU,20170620,3.37,3.37,3.37,3.37,0,0
CBC,20170620,0.87,0.87,0.85,0.85,79625,0
CBL,20170620,3.19,3.19,3.14,3.14,11450,0
CBQ,20170620,0.003,0.003,0.002,0.002,189973,0
CBS,20170620,0.03,0.03,0.03,0.03,0,0
CBSO,20170620,0.00,0.00,0.00,0.00,0,0
CCA,20170620,0.65,0.65,0.65,0.65,49950,0
CCBHA,20170620,0.00,0.00,0.00,0.00,0,0
CCBHB,20170620,0.00,0.00,0.00,0.00,0,0
CCE,20170620,0.062,0.063,0.062,0.063,522942,0
CCJ,20170620,0.008,0.008,0.008,0.008,0,0
CCL,20170620,9.00,9.17,9.00,9.09,2073331,0
CCLBOE,20170620,9.58,9.58,9.58,9.58,0,0
CCLBOI,20170620,9.47,9.47,9.47,9.47,0,0
CCLISI,20170620,5.18,5.18,5.18,5.18,0,0
CCLISK,20170620,0.00,0.00,0.00,0.00,0,0
CCLIYE,20170620,4.34,4.35,4.34,4.35,0,0
CCLKOC,20170620,3.76,3.76,3.76,3.76,0,0
CCLKOP,20170620,0.00,0.00,0.00,0.00,0,0
CCLKOT,20170620,2.60,2.60,2.60,2.60,0,0
CCLSO1,20170620,4.69,4.69,4.69,4.69,0,0
CCLSOG,20170620,6.06,6.06,6.06,6.06,0,0
CCLSSA,20170620,4.60,4.60,4.60,4.60,0,0
CCLSSE,20170620,0.00,0.00,0.00,0.00,0,0
CCLSSZ,20170620,4.25,4.25,4.25,4.25,0,0
CCLSWR,20170620,5.77,5.77,5.77,5.77,0,0
CCP,20170620,18.34,18.53,18.28,18.28,139906,0
CCV,20170620,0.27,0.282,0.27,0.27,926555,0
CCZ,20170620,0.017,0.017,0.017,0.017,24000,0
CDA,20170620,2.28,2.28,2.16,2.26,234233,0
CDB,20170620,0.009,0.009,0.009,0.009,0,0
CDC,20170620,0.11,0.11,0.11,0.11,0,0
CDD,20170620,1.175,1.22,1.17,1.22,799263,0
CDDKOB,20170620,0.91,0.91,0.91,0.91,0,0
CDDKOC,20170620,0.795,0.795,0.795,0.795,0,0
CDDKOQ,20170620,0.79,0.79,0.79,0.79,0,0
CDDKOR,20170620,0.57,0.57,0.57,0.57,0,0
CDG,20170620,0.07,0.07,0.07,0.07,0,0
CDH,20170620,0.009,0.009,0.009,0.009,0,0
CDM,20170620,1.25,1.25,1.24,1.245,75086,0
CDP,20170620,8.05,8.05,8.03,8.05,32184,0
CDT,20170620,0.016,0.016,0.016,0.016,0,0
CDU,20170620,0.255,0.255,0.25,0.25,204229,0
CDUKOQ,20170620,1.98,1.98,1.975,1.975,0,0
CDV,20170620,0.55,0.55,0.52,0.54,888971,0
CDVOA,20170620,0.42,0.42,0.38,0.40,206600,0
CDY,20170620,0.027,0.027,0.026,0.026,187453,0
CEL,20170620,0.025,0.025,0.025,0.025,30000,0
CEN,20170620,4.96,4.96,4.96,4.96,0,0
CER,20170620,0.00,0.00,0.00,0.00,0,0
CETF,20170620,53.20,53.79,53.20,53.45,1054,0
CFE,20170620,0.034,0.034,0.033,0.033,1178526,0
CFFHC,20170620,0.00,0.00,0.00,0.00,0,0
CFM01,20170620,0.00,0.00,0.00,0.00,0,0
CFM02,20170620,0.00,0.00,0.00,0.00,0,0
CFO,20170620,0.32,0.32,0.29,0.32,249684,0
CFU,20170620,0.004,0.004,0.004,0.004,0,0
CGA,20170620,1.11,1.175,1.11,1.175,16450,0
CGC,20170620,4.90,4.90,4.83,4.84,527952,0
CGF,20170620,13.26,13.335,13.19,13.19,1014539,0
CGFBOD,20170620,9.27,9.27,9.27,9.27,0,0
CGFBOI,20170620,0.00,0.00,0.00,0.00,0,0
CGFISK,20170620,0.00,0.00,0.00,0.00,0,0
CGFKOA,20170620,1.34,1.34,1.34,1.34,0,0
CGFKOG,20170620,2.25,2.25,2.25,2.25,0,0
CGFKOI,20170620,4.65,4.75,4.65,4.75,0,0
CGFKOP,20170620,1.78,1.87,1.78,1.87,0,0
CGFKOQ,20170620,2.76,2.76,2.76,2.76,0,0
CGFKOS,20170620,0.00,0.00,0.00,0.00,0,0
CGFPA,20170620,100.62,100.62,100.40,100.60,2673,0
CGFPB,20170620,102.20,102.50,101.98,101.98,10534,0
CGFSSC,20170620,4.26,4.26,4.26,4.26,0,0
CGFSSE,20170620,5.60,5.60,5.60,5.60,0,0
CGL,20170620,4.94,5.07,4.94,5.07,45360,0
CGM,20170620,0.007,0.007,0.007,0.007,70000,0
CGN,20170620,0.025,0.03,0.025,0.03,323099,0
CGNG,20170620,20.00,20.00,20.00,20.00,0,0
CGO,20170620,0.14,0.14,0.14,0.14,0,0
CGR,20170620,0.275,0.285,0.275,0.285,220940,0
CGRG,20170620,1.12,1.12,1.12,1.12,0,0
CGS,20170620,1.125,1.16,1.125,1.15,37816,0
CHC,20170620,5.95,5.97,5.85,5.86,1949936,0
CHCKOA,20170620,1.14,1.14,1.14,1.14,0,0
CHCKOB,20170620,0.00,0.00,0.00,0.00,0,0
CHCKOC,20170620,0.00,0.00,0.00,0.00,0,0
CHCKOP,20170620,1.265,1.265,1.255,1.255,0,0
CHCKOQ,20170620,0.00,0.00,0.00,0.00,0,0
CHCKOR,20170620,0.00,0.00,0.00,0.00,0,0
CHJHB,20170620,0.00,0.00,0.00,0.00,0,0
CHJHC,20170620,0.00,0.00,0.00,0.00,0,0
CHJHD,20170620,0.00,0.00,0.00,0.00,0,0
CHJHE,20170620,0.00,0.00,0.00,0.00,0,0
CHK,20170620,0.015,0.015,0.015,0.015,717542,0
CHKO,20170620,0.007,0.007,0.007,0.007,0,0
CHN,20170620,0.155,0.155,0.155,0.155,469500,0
CHP,20170620,0.024,0.026,0.023,0.023,4826696,0
CHR,20170620,3.10,3.10,3.10,3.10,0,0
CHUHA,20170620,0.00,0.00,0.00,0.00,0,0
CHUHB,20170620,0.00,0.00,0.00,0.00,0,0
CHUHC,20170620,0.00,0.00,0.00,0.00,0,0
CHZ,20170620,0.041,0.041,0.041,0.041,181250,0
CIA,20170620,0.90,0.90,0.90,0.90,0,0
CIE,20170620,0.95,0.95,0.94,0.94,117829,0
CIEO,20170620,0.005,0.005,0.005,0.005,0,0
CII,20170620,1.50,1.50,1.50,1.50,0,0
CIM,20170620,39.31,39.68,39.06,39.06,180402,0
CIMKOB,20170620,7.51,7.51,7.51,7.51,0,0
CIMKOC,20170620,6.80,6.80,6.80,6.80,0,0
CIMKOG,20170620,9.37,9.37,9.37,9.37,0,0
CIMKOI,20170620,7.24,7.24,7.24,7.24,0,0
CIMKOP,20170620,7.46,7.46,7.46,7.46,0,0
CIMKOQ,20170620,7.39,7.39,7.27,7.27,0,0
CIMKOX,20170620,12.23,12.23,12.23,12.23,0,0
CIMKOZ,20170620,16.05,16.05,16.05,16.05,0,0
CIMSZC,20170620,0.00,0.00,0.00,0.00,0,0
CIN,20170620,31.45,31.45,31.20,31.36,4165,0
CINPA,20170620,0.00,0.00,0.00,0.00,0,0
CIO,20170620,0.025,0.025,0.024,0.024,380000,0
CIP,20170620,2.60,2.65,2.56,2.61,169073,0
CIW,20170620,0.50,0.50,0.50,0.50,0,0
CIZ,20170620,0.02,0.02,0.02,0.02,0,0
CIZOA,20170620,0.008,0.008,0.008,0.008,0,0
CKA,20170620,0.039,0.04,0.039,0.04,1538533,0
CKF,20170620,5.36,5.42,5.31,5.33,89943,0
CL1,20170620,2.93,3.02,2.93,2.99,121850,0
CL8,20170620,0.038,0.042,0.038,0.038,27624636,0
CLA,20170620,0.033,0.039,0.033,0.039,805000,0
CLAO,20170620,0.02,0.02,0.02,0.02,0,0
CLH,20170620,1.195,1.195,1.18,1.18,71413,0
CLL,20170620,0.026,0.026,0.026,0.026,0,0
CLQ,20170620,0.835,0.84,0.727,0.73,4021828,0
CLT,20170620,0.24,0.24,0.24,0.24,30410,0
CLV,20170620,0.41,0.46,0.41,0.46,40835,0
CLW,20170620,4.32,4.36,4.29,4.33,639898,0
CLWISO,20170620,0.00,0.00,0.00,0.00,0,0
CLWISP,20170620,0.00,0.00,0.00,0.00,0,0
CLX,20170620,0.80,0.80,0.80,0.80,0,0
CLY,20170620,0.003,0.003,0.003,0.003,5000000,0
CLYO,20170620,0.002,0.002,0.002,0.002,0,0
CLZ,20170620,0.006,0.007,0.006,0.006,975000,0
CM8,20170620,0.14,0.14,0.135,0.135,165710,0
CMA,20170620,2.40,2.53,2.40,2.47,132000,0
CMAN,20170620,0.00,0.00,0.00,0.00,0,0
CMC,20170620,0.014,0.014,0.014,0.014,159000,0
CMCOA,20170620,0.00,0.00,0.00,0.00,0,0
CMI,20170620,1.025,1.025,1.02,1.02,20125,0
CMM,20170620,0.085,0.085,0.085,0.085,5000,0
CMP,20170620,0.46,0.58,0.46,0.53,929336,0
CMT,20170620,0.07,0.07,0.07,0.07,0,0
CMW,20170620,1.025,1.032,1.025,1.025,1837777,0
CMWKOA,20170620,0.225,0.225,0.225,0.225,0,0
CMWKOB,20170620,0.00,0.00,0.00,0.00,0,0
CMWKOC,20170620,0.36,0.36,0.36,0.36,0,0
CMY,20170620,0.006,0.007,0.006,0.007,1506843,0
CND,20170620,0.073,0.073,0.07,0.07,605000,0
CNI,20170620,1.20,1.22,1.20,1.20,446442,0
CNJ,20170620,0.043,0.043,0.042,0.043,850743,0
CNL,20170620,0.01,0.01,0.01,0.01,0,0
CNLCA,20170620,0.06,0.06,0.06,0.06,0,0
CNQ,20170620,0.009,0.009,0.008,0.009,885160,0
CNU,20170620,4.48,4.54,4.48,4.51,462413,0
CNUHA,20170620,0.00,0.00,0.00,0.00,0,0
CNW,20170620,0.018,0.018,0.018,0.018,61412,0
CNX,20170620,0.013,0.013,0.013,0.013,0,0
CO1,20170620,0.10,0.10,0.099,0.10,264955,0
COB,20170620,0.19,0.195,0.19,0.19,87689,0
COBO,20170620,0.05,0.05,0.05,0.05,0,0
COE,20170620,0.38,0.395,0.38,0.395,1091949,0
COG,20170620,0.125,0.13,0.125,0.13,943000,0
COH,20170620,154.63,155.17,153.96,154.43,182690,0
COHBOE,20170620,150.04,150.04,150.04,150.04,0,0
COHIOV,20170620,80.18,80.18,80.18,80.18,0,0
COHIOZ,20170620,60.45,60.45,60.45,60.45,0,0
COHJOE,20170620,88.31,88.31,88.00,88.00,0,0
COHJOF,20170620,75.26,75.26,75.26,75.26,0,0
COHJOP,20170620,72.72,72.75,72.72,72.75,0,0
COHJOQ,20170620,0.00,0.00,0.00,0.00,0,0
COHKOD,20170620,24.65,24.65,24.65,24.65,0,0
COHKOE,20170620,26.00,26.00,26.00,26.00,0,0
COHKOF,20170620,34.58,35.36,34.58,35.36,300,0
COHKOP,20170620,24.68,24.78,24.68,24.78,0,0
COHKOQ,20170620,21.60,21.99,21.60,21.71,0,0
COHSO1,20170620,0.00,0.00,0.00,0.00,0,0
COHSSZ,20170620,0.00,0.00,0.00,0.00,0,0
COHSWR,20170620,83.59,83.59,83.59,83.59,0,0
COI,20170620,0.13,0.13,0.13,0.13,500000,0
COM,20170620,0.013,0.013,0.013,0.013,0,0
COO,20170620,0.045,0.045,0.04,0.04,28575,0
COY,20170620,0.018,0.02,0.018,0.02,497625,0
CPH,20170620,0.51,0.54,0.505,0.525,710143,0
CPU,20170620,14.69,14.84,14.67,14.68,1263882,0
CPUIOL,20170620,0.00,0.00,0.00,0.00,0,0
CPUIOV,20170620,5.08,5.09,5.08,5.09,0,0
CPUISK,20170620,4.26,4.26,4.26,4.26,0,0
CPUIYE,20170620,4.53,4.53,4.53,4.53,0,0
CPUJOF,20170620,3.97,3.97,3.97,3.97,0,0
CPUJOP,20170620,6.35,6.35,6.35,6.35,0,0
CPUJOQ,20170620,3.27,3.27,3.27,3.27,0,0
CPUKOB,20170620,2.78,2.78,2.78,2.78,0,0
CPUKOD,20170620,2.33,2.33,2.32,2.32,0,0
CPUKOP,20170620,3.41,3.41,3.41,3.41,0,0
CPUKOQ,20170620,2.51,2.70,2.51,2.70,0,0
CPUKOR,20170620,0.00,0.00,0.00,0.00,0,0
CPUSO1,20170620,4.95,4.95,4.95,4.95,0,0
CPUSSE,20170620,4.07,4.07,4.07,4.07,0,0
CPUSWR,20170620,6.32,6.32,6.32,6.32,0,0
CQR,20170620,4.45,4.47,4.40,4.42,809696,0
CR8,20170620,0.03,0.03,0.028,0.03,1418429,0
CR8OA,20170620,0.008,0.008,0.008,0.008,62000,0
CRB,20170620,0.081,0.081,0.081,0.081,134000,0
CRL,20170620,0.061,0.061,0.061,0.061,30000,0
CRM,20170620,0.115,0.115,0.115,0.115,0,0
CSD,20170620,0.025,0.025,0.025,0.025,0,0
CSE,20170620,0.19,0.19,0.19,0.19,13896,0
CSL,20170620,139.23,140.37,138.56,138.56,1035750,0
CSLBOB,20170620,0.00,0.00,0.00,0.00,0,0
CSLIOV,20170620,56.02,56.02,56.02,56.02,0,0
CSLIOZ,20170620,36.98,36.98,36.98,36.98,0,0
CSLISF,20170620,18.19,18.20,18.19,18.20,0,0
CSLISI,20170620,0.00,0.00,0.00,0.00,0,0
CSLISK,20170620,43.44,43.44,43.44,43.44,0,0
CSLISM,20170620,34.46,34.51,34.46,34.51,0,0
CSLISN,20170620,0.00,0.00,0.00,0.00,0,0
CSLISQ,20170620,0.00,0.00,0.00,0.00,0,0
CSLISR,20170620,0.00,0.00,0.00,0.00,0,0
CSLIYE,20170620,61.57,61.57,61.57,61.57,0,0
CSLIYF,20170620,36.88,36.88,36.84,36.84,0,0
CSLIYG,20170620,0.00,0.00,0.00,0.00,0,0
CSLJOJ,20170620,63.49,63.49,63.49,63.49,0,0
CSLJOK,20170620,42.77,42.77,42.77,42.77,0,0
CSLJOT,20170620,67.43,67.43,67.43,67.43,0,0
CSLKOB,20170620,17.90,20.20,17.90,20.20,0,0
CSLKOC,20170620,27.87,27.87,27.86,27.86,350,0
CSLKOE,20170620,34.46,34.46,34.46,34.46,60,0
CSLKOF,20170620,51.08,51.08,51.08,51.08,0,0
CSLKOH,20170620,19.00,19.00,19.00,19.00,250,0
CSLKOI,20170620,54.47,54.47,54.47,54.47,0,0
CSLKOT,20170620,20.50,21.92,20.50,21.92,0,0
CSLKOV,20170620,29.63,29.63,29.63,29.63,0,0
CSLSMB,20170620,85.53,85.70,85.53,85.70,0,0
CSLSO1,20170620,73.40,73.40,73.40,73.40,0,0
CSLSOA,20170620,42.07,42.07,42.07,42.07,0,0
CSLSOH,20170620,63.25,63.25,63.25,63.25,0,0
CSLSOM,20170620,67.61,67.62,67.61,67.62,0,0
CSLSON,20170620,48.62,48.64,48.62,48.64,0,0
CSLSS4,20170620,15.24,15.24,15.00,15.00,0,0
CSLSSA,20170620,94.55,94.63,94.55,94.63,363,0
CSLSSE,20170620,0.00,0.00,0.00,0.00,0,0
CSLSSL,20170620,45.75,45.75,45.75,45.75,0,0
CSLSSY,20170620,0.00,0.00,0.00,0.00,0,0
CSLSSZ,20170620,43.66,43.66,43.66,43.66,0,0
CSLSWA,20170620,0.00,0.00,0.00,0.00,0,0
CSLSWK,20170620,94.22,94.22,94.22,94.22,0,0
CSLSWR,20170620,92.20,92.20,92.20,92.20,0,0
CSLSWV,20170620,49.60,49.60,49.60,49.60,0,0
CSR,20170620,4.28,4.335,4.245,4.31,4838136,0
CSRIOM,20170620,0.00,0.00,0.00,0.00,0,0
CSRIOV,20170620,2.58,2.58,2.58,2.58,0,0
CSRKOC,20170620,0.90,0.96,0.90,0.96,85000,0
CSRKOP,20170620,0.915,0.915,0.915,0.915,0,0
CSRKOQ,20170620,1.715,1.715,1.675,1.675,0,0
CSS,20170620,0.046,0.048,0.046,0.047,4947354,0
CSV,20170620,0.585,0.60,0.57,0.59,565839,0
CT1,20170620,0.025,0.025,0.025,0.025,0,0
CTD,20170620,23.85,24.08,23.70,23.87,330875,0
CTDKOA,20170620,6.20,6.20,6.10,6.10,0,0
CTDKOB,20170620,5.87,5.87,5.87,5.87,0,0
CTDKOC,20170620,5.97,5.97,5.95,5.95,0,0
CTDKOE,20170620,5.03,5.03,5.03,5.03,0,0
CTDKOF,20170620,14.53,14.55,14.53,14.55,0,0
CTE,20170620,0.18,0.18,0.18,0.18,0,0
CTL,20170620,0.015,0.015,0.015,0.015,3106448,0
CTLO,20170620,0.004,0.004,0.004,0.004,1000000,0
CTM,20170620,0.007,0.007,0.006,0.006,1295500,0
CTMOA,20170620,0.003,0.003,0.003,0.003,1300087,0
CTN,20170620,0.915,0.92,0.905,0.92,322618,0
CTNG,20170620,100.75,100.75,100.75,100.75,25,0
CTO,20170620,0.008,0.008,0.008,0.008,1253625,0
CTP,20170620,0.17,0.175,0.165,0.175,1429623,0
CTR,20170620,0.059,0.059,0.059,0.059,0,0
CTROA,20170620,0.012,0.012,0.012,0.012,0,0
CTX,20170620,32.03,32.07,31.66,31.66,762860,0
CTXBOK,20170620,0.00,0.00,0.00,0.00,0,0
CTXBON,20170620,0.00,0.00,0.00,0.00,0,0
CTXHA,20170620,100.43,100.55,100.32,100.32,6362,0
CTXJOA,20170620,10.65,10.65,10.65,10.65,0,0
CTXJOB,20170620,0.00,0.00,0.00,0.00,0,0
CTXKOA,20170620,0.00,0.00,0.00,0.00,0,0
CTXKOB,20170620,9.19,9.29,9.19,9.29,0,0
CTXKOC,20170620,11.01,11.01,11.01,11.01,0,0
CTXKOP,20170620,8.52,8.52,8.42,8.42,0,0
CTXKOQ,20170620,0.00,0.00,0.00,0.00,0,0
CTXKOZ,20170620,6.95,6.95,6.95,6.95,0,0
CU1HA,20170620,0.00,0.00,0.00,0.00,0,0
CU2HA,20170620,0.00,0.00,0.00,0.00,0,0
CUA,20170620,2.34,2.34,2.34,2.34,0,0
CUE,20170620,0.055,0.055,0.055,0.055,0,0
CUFHA,20170620,0.00,0.00,0.00,0.00,0,0
CUHHA,20170620,0.00,0.00,0.00,0.00,0,0
CUL,20170620,0.002,0.002,0.002,0.002,147915,0
CUP,20170620,0.575,0.59,0.56,0.59,268035,0
CUV,20170620,6.47,6.47,6.35,6.47,12682,0
CUX,20170620,0.005,0.005,0.005,0.005,80000,0
CV1,20170620,0.10,0.105,0.10,0.10,592292,0
CV1O,20170620,0.001,0.001,0.001,0.001,0,0
CVC,20170620,1.90,1.90,1.90,1.90,0,0
CVN,20170620,0.085,0.085,0.083,0.083,738653,0
CVR,20170620,0.001,0.001,0.001,0.001,0,0
CVS,20170620,0.013,0.013,0.013,0.013,0,0
CVT,20170620,0.037,0.038,0.037,0.038,680658,0
CVV,20170620,0.053,0.053,0.053,0.053,0,0
CVW,20170620,1.415,1.415,1.38,1.38,251424,0
CWH,20170620,0.135,0.135,0.135,0.135,0,0
CWN,20170620,12.90,13.00,12.85,12.85,1055484,0
CWNBOE,20170620,15.80,15.80,15.80,15.80,0,0
CWNBOI,20170620,13.25,13.25,13.25,13.25,0,0
CWNBON,20170620,0.00,0.00,0.00,0.00,0,0
CWNHA,20170620,102.00,102.20,102.00,102.20,6207,0
CWNHB,20170620,95.50,97.00,95.50,96.00,17748,0
CWNIOA,20170620,5.64,5.64,5.64,5.64,0,0
CWNIOV,20170620,7.40,7.40,7.40,7.40,0,0
CWNIOZ,20170620,3.21,3.21,3.21,3.21,0,0
CWNISI,20170620,6.09,6.09,6.09,6.09,0,0
CWNISK,20170620,6.71,6.71,6.70,6.70,0,0
CWNJOG,20170620,6.17,6.17,6.17,6.17,0,0
CWNJOP,20170620,4.82,4.82,4.81,4.81,0,0
CWNJOZ,20170620,6.80,6.80,6.80,6.80,0,0
CWNKOA,20170620,2.31,2.31,2.31,2.31,0,0
CWNKOB,20170620,3.55,3.55,3.54,3.54,0,0
CWNKOF,20170620,2.90,2.90,2.90,2.90,0,0
CWNKOP,20170620,0.00,0.00,0.00,0.00,0,0
CWNKOR,20170620,2.13,2.13,2.00,2.00,0,0
CWNKOS,20170620,0.00,0.00,0.00,0.00,0,0
CWNSMB,20170620,10.90,10.90,10.90,10.90,0,0
CWNSMY,20170620,9.12,9.12,9.12,9.12,0,0
CWNSO1,20170620,4.24,4.24,4.24,4.24,0,0
CWNSO2,20170620,0.00,0.00,0.00,0.00,0,0
CWNSOM,20170620,6.91,6.91,6.91,6.91,0,0
CWNSON,20170620,0.00,0.00,0.00,0.00,0,0
CWNSSA,20170620,4.30,4.30,4.30,4.30,0,0
CWNSSE,20170620,0.00,0.00,0.00,0.00,0,0
CWNSSY,20170620,1.52,1.52,1.485,1.485,0,0
CWNSWL,20170620,5.73,5.73,5.73,5.73,0,0
CWNSWR,20170620,6.41,6.41,6.41,6.41,0,0
CWNSWT,20170620,6.74,6.74,6.74,6.74,0,0
CWP,20170620,5.02,5.09,4.99,4.99,60948,0
CWY,20170620,1.415,1.43,1.41,1.41,3900511,0
CWYKOB,20170620,0.39,0.39,0.39,0.39,0,0
CWYKOC,20170620,0.00,0.00,0.00,0.00,0,0
CWYKOP,20170620,0.00,0.00,0.00,0.00,0,0
CWYKOQ,20170620,0.00,0.00,0.00,0.00,0,0
CXM,20170620,0.059,0.059,0.059,0.059,3000,0
CXO,20170620,0.068,0.069,0.067,0.067,982025,0
CXOOA,20170620,0.016,0.017,0.016,0.017,172988,0
CXU,20170620,0.033,0.033,0.033,0.033,0,0
CXX,20170620,0.32,0.32,0.32,0.32,56034,0
CXZ,20170620,0.046,0.046,0.046,0.046,57672,0
CYA,20170620,0.925,0.93,0.925,0.93,63134,0
CYB,20170620,4.72,4.75,4.70,4.72,2069057,0
CYBKOA,20170620,0.925,0.965,0.925,0.955,0,0
CYBKOB,20170620,0.875,0.875,0.875,0.875,0,0
CYBKOC,20170620,1.245,1.245,1.245,1.245,0,0
CYBKOE,20170620,0.00,0.00,0.00,0.00,0,0
CYBKOP,20170620,1.205,1.205,1.205,1.205,0,0
CYBKOQ,20170620,1.215,1.215,1.215,1.215,0,0
CYBKOR,20170620,1.35,1.35,1.35,1.35,0,0
CYBKOS,20170620,2.60,2.60,2.60,2.60,0,0
CYC,20170620,0.84,0.84,0.84,0.84,9744,0
CYG,20170620,0.60,0.61,0.60,0.61,10023,0
CYL,20170620,0.51,0.51,0.51,0.51,1108,0
CYLO,20170620,0.05,0.05,0.05,0.05,0,0
CYP,20170620,0.64,0.645,0.625,0.635,203436,0
CYQ,20170620,0.02,0.02,0.02,0.02,5,0
CYY,20170620,0.016,0.017,0.016,0.017,150000,0
CZA,20170620,0.056,0.056,0.056,0.056,0,0
CZI,20170620,0.061,0.061,0.06,0.06,305000,0
CZL,20170620,0.015,0.015,0.014,0.014,924026,0
CZN,20170620,0.014,0.015,0.014,0.014,1118292,0
CZR,20170620,0.011,0.011,0.011,0.011,0,0
CZZ,20170620,14.13,14.40,14.13,14.37,14587,0
D13,20170620,0.125,0.13,0.125,0.13,525026,0
D2O,20170620,1.065,1.065,1.05,1.05,13589,0
D2OO,20170620,0.024,0.024,0.024,0.024,0,0
DAEHA,20170620,0.00,0.00,0.00,0.00,0,0
DAEHB,20170620,0.00,0.00,0.00,0.00,0,0
DAF,20170620,0.01,0.01,0.01,0.01,0,0
DAMHA,20170620,0.00,0.00,0.00,0.00,0,0
DAMHB,20170620,0.00,0.00,0.00,0.00,0,0
DAMHC,20170620,0.00,0.00,0.00,0.00,0,0
DAMHD,20170620,0.00,0.00,0.00,0.00,0,0
DAMHE,20170620,0.00,0.00,0.00,0.00,0,0
DAMHF,20170620,0.00,0.00,0.00,0.00,0,0
DAQHA,20170620,0.00,0.00,0.00,0.00,0,0
DAQHB,20170620,0.00,0.00,0.00,0.00,0,0
DAU,20170620,0.03,0.03,0.03,0.03,0,0
DAV,20170620,0.09,0.10,0.09,0.10,267778,0
DAZHA,20170620,0.00,0.00,0.00,0.00,0,0
DAZHB,20170620,0.00,0.00,0.00,0.00,0,0
DBI01,20170620,0.00,0.00,0.00,0.00,0,0
DCC,20170620,0.043,0.048,0.043,0.044,4966643,0
DCG,20170620,0.905,0.925,0.90,0.925,216587,0
DCL,20170620,0.15,0.15,0.145,0.15,83000,0
DCN,20170620,1.82,1.84,1.805,1.82,597150,0
DDD,20170620,0.006,0.006,0.006,0.006,150000,0
